,Transaction_ID,Customer_ID,Product_ID,Date,Total_Cost,Discount_Rate,Sales_Channel,Order_Priority,Warehouse_Code,Ship_Mode,Delivery_Status,Customer_Satisfaction,Item_Returned,Return_Reason,Payment_Type,Taxable,Region,Country
158,472,1001,554,2020-01-05 15:47:01.621621621,2337.635758086584,0.2,Direct,High,WH-1,Overnight,Backorder,Neutral,True,Late,Wire Transfer,True,North,Mexico
159,969,1037,504,2020-01-08 19:40:32.432432432,2156.8880375592453,0.05,Online,Low,WH-1,Overnight,Delivered,Satisfied,True,Late,Credit Card,False,North,USA
160,706,1036,519,2020-01-06 12:19:27.567567567,1644.2497299673716,0.15,Partner,High,WH-3,2-Day,Cancelled,Satisfied,False,Late,Cash,True,North,Mexico
161,630,1087,501,2020-01-03 10:35:40.540540540,9879.693506505686,0.0,Online,Critical,WH-1,Overnight,Pending,Unsatisfied,True,Wrong Item,Wire Transfer,False,South,Mexico
162,38,1085,532,2020-01-08 17:04:51.891891891,5179.406172156327,0.0,Direct,Low,WH-3,2-Day,Delivered,Satisfied,False,Damaged,PayPal,False,West,USA
163,135,1021,517,2020-01-08 13:11:21.081081081,2148.212478372709,0.15,Direct,Medium,WH-2,2-Day,Pending,Unsatisfied,False,Not Specified,Cash,False,South,Mexico
164,774,1070,542,2020-01-08 20:32:25.945945946,2182.9584706149426,0.15,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,West,USA
165,152,1090,501,2020-01-03 01:43:47.027027027,2727.043200109389,0.0,Reseller,Low,WH-3,Overnight,Pending,Neutral,False,Wrong Item,PayPal,True,South,Canada
166,507,1071,553,2020-01-09 11:40:32.432432432,8580.458016143602,0.1,Direct,Medium,WH-3,Regular,Backorder,Unsatisfied,True,Late,Credit Card,False,South,USA
167,107,1034,558,2020-01-08 18:22:42.162162162,6170.651560193233,0.1,Partner,High,WH-2,Express,Pending,Neutral,False,Wrong Item,PayPal,True,East,USA
168,23,1006,532,2020-01-07 22:16:12.972972973,4855.098529248661,0.0,Direct,High,WH-1,Overnight,Backorder,Neutral,False,Not Specified,PayPal,True,South,Canada
169,522,1084,534,2020-01-02 13:50:16.216216216,2903.7502387424056,0.2,Partner,Critical,WH-3,2-Day,Pending,Satisfied,False,Late,PayPal,False,South,Mexico
170,369,1078,537,2020-01-09 01:43:47.027027027,873.059435295697,0.0,Direct,Low,WH-2,2-Day,Pending,Satisfied,True,Damaged,PayPal,False,West,USA
171,527,1063,539,2020-01-05 20:06:29.189189189,6901.469533565044,0.1,Partner,Low,WH-3,2-Day,Cancelled,Satisfied,False,Late,Wire Transfer,True,South,Canada
172,413,1005,544,2020-01-09 14:42:09.729729729,2699.014530770332,0.05,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,False,Not Specified,PayPal,False,North,Canada
173,704,1051,513,2020-01-07 05:11:21.081081081,9379.93419713886,0.2,Online,Critical,WH-3,Express,Backorder,Satisfied,False,Wrong Item,Credit Card,False,East,USA
174,111,1077,546,2020-01-05 03:40:32.432432432,8361.753996603446,0.15,Partner,Medium,WH-2,Express,Cancelled,Neutral,True,Late,Cash,False,North,USA
175,968,1070,526,2020-01-07 14:03:14.594594594,5096.553818483975,0.05,Partner,Low,WH-1,2-Day,Cancelled,Satisfied,False,Unknown,Credit Card,True,West,USA
176,438,1012,528,2020-01-07 17:56:45.405405405,4548.151760546192,0.0,Partner,Medium,WH-1,Overnight,Pending,Neutral,False,Wrong Item,PayPal,False,West,Mexico
177,876,1065,503,2020-01-02 15:08:06.486486486,728.0479260264442,0.1,Direct,Critical,WH-1,Regular,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,East,Mexico
178,242,1024,546,2020-01-09 14:55:08.108108108,8352.23520481891,0.1,Online,High,WH-3,Express,Delivered,Unsatisfied,False,Damaged,Cash,True,South,Mexico
179,256,1004,533,2020-01-08 08:51:53.513513513,1481.01758431296,0.1,Direct,Low,WH-3,2-Day,Delivered,Unsatisfied,True,Not Specified,PayPal,False,East,Mexico
180,943,1067,533,2020-01-03 07:47:01.621621621,2496.0183326673423,0.0,Reseller,Low,WH-2,Express,Delivered,Neutral,True,Wrong Item,Cash,True,South,Canada
181,844,1013,532,2020-01-06 20:58:22.702702702,5799.799918770696,0.1,Direct,High,WH-1,Express,Delivered,Neutral,True,Damaged,Wire Transfer,False,South,Canada
182,221,1052,546,2020-01-06 03:53:30.810810810,5548.8216847984,0.15,Partner,Medium,WH-2,Overnight,Backorder,Unsatisfied,False,Wrong Item,Cash,True,South,Mexico
183,179,1078,550,2020-01-07 22:03:14.594594594,3762.17367068762,0.0,Direct,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Wrong Item,PayPal,False,East,Mexico
184,933,1032,557,2020-01-01 09:56:45.405405405,6857.580784286234,0.0,Partner,Critical,WH-2,Overnight,Pending,Neutral,False,Damaged,PayPal,True,East,USA
185,543,1049,560,2020-01-04 14:16:12.972972973,2577.7819446121225,0.15,Reseller,Critical,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,USA
186,377,1007,549,2020-01-03 02:09:43.783783783,6875.384992316773,0.05,Online,High,WH-3,2-Day,Cancelled,Neutral,False,Unknown,Cash,False,North,Canada
187,584,1087,516,2020-01-09 22:16:12.972972973,6925.430144790879,0.15,Online,Medium,WH-1,2-Day,Delivered,Unsatisfied,True,Damaged,PayPal,False,South,USA
188,443,1089,501,2020-01-06 01:30:48.648648648,8264.400466025749,0.05,Partner,Critical,WH-3,Overnight,Cancelled,Neutral,True,Not Specified,PayPal,True,North,USA
189,286,1037,506,2020-01-06 18:35:40.540540540,5080.254939738498,0.15,Online,Low,WH-2,Regular,Backorder,Satisfied,True,Wrong Item,PayPal,True,North,Canada
190,815,1099,532,2020-01-02 06:55:08.108108108,2594.632574440118,0.2,Partner,Critical,WH-3,Regular,Delivered,Unsatisfied,False,Damaged,Wire Transfer,True,South,Canada
191,803,1093,534,2020-01-02 06:55:08.108108108,6086.00440258147,0.05,Partner,Medium,WH-2,Express,Delivered,Unsatisfied,False,Late,Cash,False,West,Canada
192,478,1021,547,2020-01-04 03:14:35.675675675,2684.940662650785,0.05,Direct,Medium,WH-2,Regular,Pending,Satisfied,False,Not Specified,PayPal,False,South,USA
193,962,1038,509,2020-01-01 19:14:35.675675675,561.4113990022503,0.0,Direct,Low,WH-1,Overnight,Delivered,Unsatisfied,True,Not Specified,Cash,False,North,Mexico
194,235,1004,522,2020-01-05 06:03:14.594594594,8299.319664341838,0.2,Direct,Critical,WH-3,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,North,Mexico
195,693,1045,547,2020-01-02 10:22:42.162162162,698.8741193539661,0.1,Online,Medium,WH-1,Overnight,Cancelled,Satisfied,True,Wrong Item,Cash,False,East,Mexico
196,966,1090,552,2020-01-02 14:16:12.972972972,727.4895200695931,0.0,Direct,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Wire Transfer,False,South,Mexico
197,940,1098,508,2020-01-04 08:25:56.756756756,4981.528456425172,0.2,Reseller,Low,WH-3,Overnight,Delivered,Unsatisfied,False,Late,Cash,False,East,USA
198,170,1052,546,2020-01-07 12:45:24.324324324,7302.474745800372,0.0,Partner,Low,WH-3,Regular,Delivered,Satisfied,True,Wrong Item,Credit Card,True,South,Canada
199,883,1068,502,2020-01-02 03:01:37.297297297,3495.9555610281163,0.2,Direct,Medium,WH-1,2-Day,Pending,Unsatisfied,False,Late,PayPal,False,West,Mexico
200,842,1030,538,2020-01-05 16:00:00.000000000,5877.175036434299,0.2,Reseller,Medium,WH-2,Overnight,Pending,Neutral,False,Late,Wire Transfer,False,West,Mexico
201,108,1006,523,2020-01-08 08:12:58.378378378,5096.553818483975,0.15,Online,Critical,WH-3,Regular,Backorder,Unsatisfied,False,Not Specified,Cash,True,North,USA
202,571,1097,547,2020-01-01 11:27:34.054054054,1159.2438160897425,0.0,Online,High,WH-2,Overnight,Backorder,Satisfied,False,Late,Credit Card,True,South,Canada
203,901,1052,529,2020-01-04 03:01:37.297297297,5096.553818483975,0.0,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
204,3,1065,543,2020-01-08 17:56:45.405405405,5096.553818483975,0.2,Partner,High,WH-3,Regular,Pending,Unsatisfied,False,Late,Wire Transfer,False,East,Mexico
205,585,1059,514,2020-01-08 22:55:08.108108108,6956.515232753864,0.1,Reseller,High,WH-1,Regular,Backorder,Satisfied,True,Wrong Item,Wire Transfer,True,South,Canada
206,756,1049,542,2020-01-07 04:45:24.324324324,5096.553818483975,0.2,Partner,High,WH-2,Express,Cancelled,Satisfied,False,Late,Wire Transfer,True,North,USA
207,226,1056,511,2020-01-06 13:50:16.216216216,5096.553818483975,0.05,Reseller,Low,WH-1,Regular,Cancelled,Unsatisfied,True,Wrong Item,Cash,False,East,Mexico
208,476,1040,543,2020-01-01 07:47:01.621621621,9009.054470532858,0.15,Online,Critical,WH-1,Overnight,Cancelled,Satisfied,False,Damaged,Cash,True,North,USA
209,754,1044,556,2020-01-02 17:17:50.270270270,3315.0951180481006,0.1,Online,High,WH-2,Regular,Backorder,Satisfied,True,Not Specified,Wire Transfer,True,West,USA
210,622,1002,511,2020-01-06 17:43:47.027027027,4109.801250171249,0.0,Online,Medium,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,USA
211,95,1081,552,2020-01-07 22:42:09.729729729,5096.553818483975,0.0,Direct,Medium,WH-3,2-Day,Backorder,Neutral,True,Damaged,PayPal,False,North,Mexico
212,949,1098,534,2020-01-03 23:08:06.486486486,5096.553818483975,0.1,Direct,Critical,WH-3,Express,Cancelled,Unsatisfied,False,Damaged,Cash,True,East,Canada
213,793,1086,536,2020-01-03 09:04:51.891891891,4119.042527723012,0.1,Online,Medium,WH-2,2-Day,Cancelled,Satisfied,True,Not Specified,Credit Card,False,West,Mexico
214,878,1079,544,2020-01-01 19:27:34.054054054,2182.281426274253,0.1,Direct,Medium,WH-1,Overnight,Backorder,Satisfied,False,Not Specified,Credit Card,True,West,USA
215,973,1028,535,2020-01-09 07:21:04.864864864,5096.553818483975,0.0,Direct,Medium,WH-3,Regular,Backorder,Satisfied,False,Late,Wire Transfer,False,East,Canada
216,836,1042,524,2020-01-01 15:47:01.621621621,8471.892776672148,0.0,Online,Medium,WH-1,Overnight,Cancelled,Neutral,False,Unknown,Cash,False,South,Canada
217,579,1008,504,2020-01-01 00:51:53.513513513,3286.8575036895936,0.0,Direct,High,WH-3,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,South,Mexico
218,648,1087,511,2020-01-09 18:22:42.162162162,7155.80921574729,0.05,Reseller,Medium,WH-1,2-Day,Backorder,Neutral,False,Late,Credit Card,True,East,USA
219,60,1065,534,2020-01-08 08:51:53.513513513,5923.335459975025,0.1,Partner,High,WH-2,Express,Delivered,Satisfied,False,Damaged,PayPal,False,South,USA
220,371,1051,528,2020-01-03 06:42:09.729729729,560.6009123626114,0.0,Direct,High,WH-3,Regular,Delivered,Unsatisfied,True,Not Specified,Credit Card,False,South,USA
221,564,1055,510,2020-01-06 03:01:37.297297297,6806.332511100889,0.0,Online,High,WH-1,Regular,Delivered,Satisfied,False,Unknown,PayPal,False,North,Canada
222,193,1064,525,2020-01-05 03:27:34.054054054,5096.553818483975,0.1,Direct,High,WH-2,Overnight,Delivered,Satisfied,True,Damaged,Wire Transfer,False,South,Mexico
223,956,1005,502,2020-01-07 00:12:58.378378378,1765.2301938414723,0.0,Reseller,High,WH-3,Regular,Backorder,Neutral,False,Wrong Item,Cash,True,East,Mexico
224,650,1081,508,2020-01-01 14:42:09.729729729,8792.164504873814,0.1,Reseller,Critical,WH-2,Overnight,Backorder,Neutral,False,Wrong Item,Wire Transfer,False,East,Mexico
225,674,1034,515,2020-01-08 05:11:21.081081081,8290.641269528669,0.05,Online,Medium,WH-1,2-Day,Cancelled,Satisfied,True,Wrong Item,Credit Card,True,South,Mexico
226,791,1026,518,2020-01-09 05:37:17.837837837,4678.628577281432,0.15,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,Wire Transfer,False,West,Mexico
227,729,1081,526,2020-01-06 10:35:40.540540540,6663.271168514167,0.2,Partner,Medium,WH-2,Express,Backorder,Unsatisfied,False,Not Specified,Cash,True,East,USA
228,750,1094,507,2020-01-04 12:58:22.702702702,1253.1627039963216,0.0,Reseller,High,WH-2,Express,Pending,Unsatisfied,False,Not Specified,Credit Card,True,North,USA
229,67,1047,522,2020-01-06 09:43:47.027027027,9307.67592771227,0.1,Online,High,WH-2,Overnight,Delivered,Satisfied,False,Not Specified,PayPal,False,North,USA
230,679,1087,548,2020-01-06 22:16:12.972972973,3423.8236002849167,0.1,Partner,Low,WH-3,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,South,Mexico
231,690,1053,543,2020-01-05 11:14:35.675675675,5786.414054813809,0.0,Partner,Critical,WH-1,Express,Pending,Neutral,False,Wrong Item,PayPal,False,East,Canada
232,742,1043,549,2020-01-01 16:00:00.000000000,1056.3704002030718,0.2,Partner,Critical,WH-2,Express,Backorder,Satisfied,False,Damaged,PayPal,True,North,Canada
233,863,1065,549,2020-01-06 21:50:16.216216216,9900.300667151065,0.15,Online,Critical,WH-3,Regular,Delivered,Satisfied,True,Unknown,Cash,True,East,Mexico
234,855,1057,508,2020-01-04 19:01:37.297297297,3317.8185804923846,0.2,Reseller,Low,WH-2,2-Day,Backorder,Unsatisfied,True,Damaged,Credit Card,False,South,USA
235,433,1072,506,2020-01-09 14:16:12.972972973,5096.553818483975,0.0,Partner,Low,WH-1,2-Day,Backorder,Satisfied,False,Damaged,PayPal,True,South,Canada
236,141,1022,547,2020-01-01 13:24:19.459459459,5096.553818483975,0.2,Online,Critical,WH-1,Overnight,Cancelled,Unsatisfied,False,Late,PayPal,True,East,Mexico
237,859,1030,541,2020-01-04 06:42:09.729729729,1671.195903339995,0.2,Online,High,WH-2,2-Day,Cancelled,Unsatisfied,False,Unknown,PayPal,True,South,USA
238,147,1090,519,2020-01-04 18:22:42.162162162,1128.5692939271844,0.0,Online,Low,WH-3,Regular,Backorder,Unsatisfied,True,Damaged,Credit Card,True,North,Canada
239,860,1025,539,2020-01-08 11:53:30.810810810,5426.336042324472,0.1,Reseller,Critical,WH-1,2-Day,Cancelled,Unsatisfied,False,Damaged,Cash,False,East,USA
240,303,1084,507,2020-01-03 05:11:21.081081081,2031.5787137636644,0.2,Partner,Critical,WH-2,2-Day,Delivered,Satisfied,True,Late,PayPal,False,West,Canada
241,119,1016,539,2020-01-04 00:51:53.513513513,5343.613090729348,0.2,Reseller,Low,WH-2,2-Day,Backorder,Satisfied,False,Late,PayPal,False,North,Mexico
242,490,1025,506,2020-01-09 08:25:56.756756756,3071.117448826774,0.15,Reseller,Critical,WH-2,Regular,Backorder,Neutral,False,Unknown,Cash,False,East,USA
243,97,1029,507,2020-01-05 06:55:08.108108108,3268.8786781910417,0.15,Direct,High,WH-1,Express,Cancelled,Neutral,True,Wrong Item,Credit Card,True,South,Canada
244,216,1040,508,2020-01-01 18:22:42.162162162,3750.022398204144,0.05,Reseller,Critical,WH-1,Regular,Pending,Unsatisfied,True,Late,Cash,False,North,Mexico
245,872,1062,508,2020-01-04 17:30:48.648648648,6597.285409613636,0.2,Direct,Critical,WH-3,Regular,Pending,Satisfied,False,Damaged,Credit Card,True,East,USA
246,858,1010,506,2020-01-05 11:01:37.297297297,1705.9719306722404,0.05,Partner,Critical,WH-2,Regular,Delivered,Unsatisfied,True,Unknown,PayPal,False,East,Canada
247,662,1029,502,2020-01-05 22:55:08.108108108,9653.059501006112,0.2,Online,Critical,WH-3,Overnight,Pending,Unsatisfied,False,Not Specified,PayPal,True,South,USA
248,347,1062,532,2020-01-05 22:55:08.108108108,6483.296217129723,0.0,Reseller,Medium,WH-2,Express,Cancelled,Satisfied,True,Damaged,Wire Transfer,False,South,USA
249,479,1047,537,2020-01-05 11:14:35.675675675,5096.553818483975,0.1,Online,Critical,WH-1,Express,Delivered,Neutral,False,Damaged,Credit Card,False,South,USA
250,352,1018,528,2020-01-09 21:24:19.459459459,4570.350086563557,0.0,Online,Medium,WH-1,Regular,Backorder,Neutral,True,Not Specified,Credit Card,True,North,Canada
251,28,1005,531,2020-01-04 11:14:35.675675675,8690.928249752793,0.0,Reseller,High,WH-1,Regular,Backorder,Neutral,True,Damaged,Credit Card,True,West,USA
252,214,1034,513,2020-01-07 06:55:08.108108108,2310.7934142072727,0.05,Partner,Critical,WH-1,2-Day,Backorder,Neutral,False,Damaged,Credit Card,True,North,USA
253,752,1012,501,2020-01-05 02:35:40.540540540,9126.176181505793,0.05,Partner,Critical,WH-2,Express,Pending,Unsatisfied,False,Damaged,Credit Card,False,North,USA
254,173,1056,529,2020-01-09 15:34:03.243243243,5096.553818483975,0.2,Partner,Low,WH-2,Overnight,Cancelled,Satisfied,True,Not Specified,Wire Transfer,True,North,Canada
255,258,1006,533,2020-01-07 03:40:32.432432432,5096.553818483975,0.0,Online,Low,WH-2,Express,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,False,East,Canada
256,199,1017,520,2020-01-06 01:43:47.027027027,9091.417862441644,0.1,Reseller,Critical,WH-3,2-Day,Delivered,Satisfied,True,Damaged,Wire Transfer,True,South,Canada
257,325,1076,545,2020-01-02 16:12:58.378378378,4425.138913473335,0.2,Direct,Medium,WH-2,Overnight,Backorder,Satisfied,True,Damaged,Wire Transfer,False,South,USA
258,164,1081,515,2020-01-06 03:53:30.810810810,8906.12361811204,0.0,Partner,Critical,WH-3,Express,Delivered,Unsatisfied,False,Late,PayPal,False,North,Canada
259,935,1013,521,2020-01-03 17:43:47.027027027,4474.700567094169,0.05,Online,Critical,WH-2,Regular,Cancelled,Satisfied,True,Late,Wire Transfer,False,North,Canada
260,657,1073,503,2020-01-09 04:58:22.702702702,4708.820210207385,0.15,Online,Medium,WH-1,Express,Cancelled,Unsatisfied,True,Wrong Item,PayPal,True,East,Mexico
261,464,1001,501,2020-01-05 14:29:11.351351351,5096.553818483975,0.0,Online,Critical,WH-2,Express,Cancelled,Neutral,True,Damaged,Credit Card,False,East,Mexico
262,442,1082,505,2020-01-04 06:42:09.729729729,2647.7511746003456,0.0,Partner,Medium,WH-2,Express,Cancelled,Unsatisfied,True,Unknown,Credit Card,True,North,Mexico
263,524,1020,550,2020-01-05 06:55:08.108108108,1477.004625496029,0.2,Online,Medium,WH-2,Overnight,Cancelled,Unsatisfied,False,Wrong Item,Credit Card,True,South,Mexico
264,994,1080,514,2020-01-09 06:55:08.108108108,6085.920479906411,0.15,Reseller,Medium,WH-1,Regular,Delivered,Neutral,False,Not Specified,Credit Card,False,East,Canada
265,205,1013,560,2020-01-03 01:43:47.027027027,6803.474142177796,0.0,Reseller,Medium,WH-3,Overnight,Pending,Neutral,True,Wrong Item,Wire Transfer,False,West,USA
266,971,1048,555,2020-01-07 15:47:01.621621621,1368.5089222628126,0.15,Direct,High,WH-1,Express,Pending,Neutral,True,Damaged,Cash,False,West,Mexico
267,137,1082,556,2020-01-04 02:09:43.783783783,8113.734874118059,0.1,Reseller,Medium,WH-3,Express,Backorder,Satisfied,False,Unknown,Credit Card,False,West,Mexico
268,232,1021,541,2020-01-06 18:09:43.783783783,7463.50101861492,0.15,Online,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,True,North,Canada
269,6,1049,553,2020-01-01 15:21:04.864864864,5103.110953260103,0.05,Direct,Medium,WH-1,Express,Delivered,Satisfied,True,Wrong Item,Wire Transfer,True,West,USA
270,116,1080,535,2020-01-07 12:32:25.945945946,5350.517195865819,0.0,Direct,Critical,WH-2,Regular,Cancelled,Satisfied,False,Not Specified,Cash,True,East,Canada
271,295,1005,512,2020-01-06 17:43:47.027027027,9359.271344983465,0.05,Online,High,WH-3,Express,Delivered,Neutral,False,Late,PayPal,False,West,Canada
272,995,1040,506,2020-01-05 01:04:51.891891891,4551.747598797681,0.15,Direct,High,WH-1,Regular,Pending,Unsatisfied,False,Damaged,Credit Card,True,East,Canada
273,376,1067,550,2020-01-01 01:43:47.027027027,3785.157934899037,0.05,Partner,Low,WH-3,Overnight,Cancelled,Neutral,False,Unknown,PayPal,True,West,Mexico
274,441,1062,537,2020-01-03 01:30:48.648648648,2631.0263091084994,0.1,Direct,Low,WH-2,Regular,Backorder,Satisfied,True,Damaged,Cash,False,North,Canada
275,470,1087,501,2020-01-01 09:43:47.027027027,4223.150347967136,0.1,Partner,Low,WH-2,Express,Backorder,Satisfied,False,Wrong Item,Cash,True,East,Mexico
276,13,1059,505,2020-01-03 23:21:04.864864864,1868.748467125396,0.05,Online,Critical,WH-2,2-Day,Cancelled,Neutral,True,Not Specified,Credit Card,True,East,Mexico
277,494,1002,550,2020-01-03 21:37:17.837837837,9889.99944265307,0.2,Partner,High,WH-3,Express,Cancelled,Satisfied,True,Late,Credit Card,True,South,USA
278,326,1099,551,2020-01-03 22:16:12.972972973,6920.317788488699,0.1,Reseller,High,WH-1,Express,Delivered,Neutral,False,Late,Credit Card,False,South,USA
279,469,1054,512,2020-01-05 06:55:08.108108108,5096.553818483975,0.05,Partner,Low,WH-2,Overnight,Backorder,Unsatisfied,False,Unknown,Cash,True,East,Mexico
280,552,1078,532,2020-01-08 04:45:24.324324324,9324.165723532871,0.2,Direct,Critical,WH-2,Regular,Backorder,Unsatisfied,False,Wrong Item,PayPal,False,South,Canada
281,708,1029,514,2020-01-08 12:19:27.567567567,9708.5572166997,0.0,Direct,Critical,WH-2,2-Day,Cancelled,Satisfied,False,Damaged,Wire Transfer,False,East,Canada
282,415,1047,514,2020-01-09 23:08:06.486486486,9301.406080583756,0.1,Direct,Critical,WH-2,Overnight,Pending,Unsatisfied,True,Not Specified,Wire Transfer,False,West,Mexico
283,568,1074,517,2020-01-07 03:14:35.675675675,5980.37141245648,0.15,Direct,High,WH-1,Overnight,Cancelled,Neutral,False,Damaged,Credit Card,True,South,Mexico
284,576,1050,508,2020-01-01 11:14:35.675675675,4362.610104914987,0.05,Online,Critical,WH-1,Regular,Cancelled,Satisfied,True,Wrong Item,PayPal,False,South,Canada
285,207,1025,554,2020-01-06 21:24:19.459459459,4322.859463343461,0.2,Reseller,High,WH-1,2-Day,Cancelled,Unsatisfied,False,Not Specified,Credit Card,True,North,Canada
286,596,1088,533,2020-01-01 22:42:09.729729729,3573.5389186121697,0.05,Online,High,WH-3,Regular,Cancelled,Unsatisfied,False,Damaged,Wire Transfer,True,North,Mexico
287,171,1079,525,2020-01-09 21:11:21.081081081,7209.33854427499,0.05,Partner,Medium,WH-2,Overnight,Cancelled,Neutral,True,Not Specified,Credit Card,False,West,USA
288,944,1092,553,2020-01-06 21:37:17.837837837,5096.553818483975,0.0,Partner,Medium,WH-2,Regular,Delivered,Unsatisfied,False,Not Specified,PayPal,False,North,Canada
289,772,1087,558,2020-01-02 22:42:09.729729729,8813.769376900946,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Unsatisfied,True,Wrong Item,PayPal,False,East,USA
290,11,1089,560,2020-01-05 04:45:24.324324324,6016.641303265707,0.1,Partner,Low,WH-3,Express,Delivered,Neutral,False,Damaged,Wire Transfer,True,North,USA
291,465,1046,505,2020-01-01 03:27:34.054054054,3930.2099002398536,0.15,Online,Critical,WH-2,Express,Backorder,Unsatisfied,False,Damaged,PayPal,False,West,Mexico
292,563,1029,543,2020-01-03 19:40:32.432432432,3311.354279647853,0.15,Online,High,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,True,East,Canada
293,652,1014,514,2020-01-01 20:06:29.189189189,7437.3673005309265,0.1,Reseller,Low,WH-2,2-Day,Cancelled,Neutral,False,Not Specified,Cash,False,North,Mexico
294,206,1084,522,2020-01-07 17:43:47.027027027,4406.376144384185,0.0,Direct,High,WH-1,Regular,Delivered,Satisfied,False,Damaged,Cash,True,West,Mexico
295,699,1046,511,2020-01-07 01:43:47.027027027,6918.797570967194,0.1,Partner,Medium,WH-3,Overnight,Pending,Satisfied,False,Damaged,PayPal,False,North,USA
296,19,1099,531,2020-01-06 23:21:04.864864864,3411.402946406793,0.2,Reseller,High,WH-1,Regular,Pending,Neutral,False,Late,Credit Card,False,North,Canada
297,530,1071,547,2020-01-09 06:55:08.108108108,6926.595620445742,0.0,Direct,High,WH-2,Express,Pending,Unsatisfied,False,Wrong Item,PayPal,True,North,Mexico
298,350,1042,559,2020-01-06 18:22:42.162162162,5547.293174333853,0.15,Reseller,Low,WH-1,Overnight,Cancelled,Satisfied,False,Not Specified,Cash,False,East,Canada
299,905,1020,555,2020-01-05 13:37:17.837837837,2218.473063099534,0.0,Online,Critical,WH-1,Regular,Pending,Neutral,True,Unknown,PayPal,False,North,Mexico
300,639,1053,525,2020-01-09 16:00:00.000000000,4325.685349448322,0.2,Direct,Medium,WH-3,2-Day,Pending,Unsatisfied,False,Unknown,Cash,False,North,Canada
301,396,1086,554,2020-01-08 16:00:00.000000000,2022.1432092768096,0.1,Reseller,Medium,WH-3,Regular,Backorder,Neutral,False,Wrong Item,PayPal,True,East,USA
302,463,1023,541,2020-01-01 10:22:42.162162162,1917.8699625440024,0.2,Partner,Medium,WH-1,2-Day,Cancelled,Neutral,False,Late,PayPal,True,West,USA
303,617,1019,513,2020-01-06 16:51:53.513513513,9597.500639589583,0.05,Partner,Critical,WH-1,Express,Backorder,Satisfied,True,Damaged,Wire Transfer,True,North,Canada
304,366,1017,558,2020-01-06 03:27:34.054054054,3430.448674150098,0.1,Partner,High,WH-1,Express,Backorder,Satisfied,True,Late,Wire Transfer,False,West,Canada
305,948,1025,552,2020-01-01 02:22:42.162162162,5856.982750026322,0.2,Online,Medium,WH-2,2-Day,Pending,Neutral,False,Unknown,Cash,True,East,USA
306,41,1001,527,2020-01-01 12:32:25.945945945,3933.3359011382704,0.0,Reseller,High,WH-1,2-Day,Delivered,Unsatisfied,True,Not Specified,Wire Transfer,True,North,Canada
307,49,1034,524,2020-01-09 14:55:08.108108108,9538.725843799371,0.0,Online,Critical,WH-3,Overnight,Cancelled,Unsatisfied,True,Damaged,Cash,True,North,USA
308,965,1048,503,2020-01-03 20:06:29.189189189,5096.553818483975,0.05,Direct,Critical,WH-3,2-Day,Pending,Neutral,True,Wrong Item,Cash,False,North,Mexico
309,220,1006,518,2020-01-06 00:12:58.378378378,7481.795550251495,0.0,Online,Medium,WH-3,Overnight,Delivered,Satisfied,True,Damaged,PayPal,True,South,USA
310,957,1011,541,2020-01-04 08:25:56.756756756,5096.553818483975,0.2,Partner,Medium,WH-2,Overnight,Backorder,Satisfied,True,Unknown,Cash,True,South,Mexico
311,713,1036,546,2020-01-01 09:04:51.891891891,2038.2685630060305,0.2,Partner,Medium,WH-1,Overnight,Delivered,Satisfied,False,Late,Credit Card,False,East,Canada
312,17,1033,557,2020-01-01 21:24:19.459459459,1281.587080632088,0.0,Online,Low,WH-1,2-Day,Cancelled,Neutral,True,Unknown,Cash,True,South,Mexico
313,160,1094,525,2020-01-01 06:55:08.108108108,6945.74969878006,0.15,Reseller,Critical,WH-2,Regular,Delivered,Neutral,False,Late,PayPal,True,North,Mexico
314,925,1061,540,2020-01-07 20:58:22.702702702,1763.5930896196237,0.05,Direct,Critical,WH-3,Express,Pending,Satisfied,False,Damaged,Cash,True,East,USA
315,109,1053,526,2020-01-03 10:22:42.162162162,7809.764493779448,0.1,Direct,High,WH-3,Overnight,Backorder,Neutral,False,Damaged,Cash,False,West,Canada
316,31,1023,502,2020-01-03 11:40:32.432432432,5096.553818483975,0.05,Online,Critical,WH-3,Regular,Delivered,Satisfied,False,Not Specified,Credit Card,False,South,USA
